title,url
The Appalling Stupidity of Spotify's AI DJ,https://www.charlespetzold.com/blog/2026/02/The-Appalling-Stupidity-of-Spotifys-AI-DJ.html
$96 3D-printed rocket that recalculates its mid-air trajectory using a $5 sensor,https://github.com/novatic14/MANPADS-System-Launcher-and-Rocket
Treasure hunter freed from jail after refusing to turn over shipwreck gold,https://www.bbc.com/news/articles/cg4g7kn99q3o
Airbus is preparing two uncrewed combat aircraft,https://www.airbus.com/en/newsroom/press-releases/2026-03-airbus-is-preparing-two-uncrewed-combat-aircraft-from-kratos-for-first-flight-with-a-european
1M context is now generally available for Opus 4.6 and Sonnet 4.6,https://claude.com/blog/1m-context-ga
Show HN: GrobPaint: Somewhere Between MS Paint and Paint.net,https://github.com/groverburger/grobpaint
Can I run AI locally?,https://www.canirun.ai/
Show HN: GitAgent – An open standard that turns any Git repo into an AI agent,https://www.gitagent.sh/
Britain's Populist Right Has Surrendered Its Mind to America,https://liambyrne.substack.com/p/take-back-control
Supply-chain attack using invisible code hits GitHub and other repositories,https://arstechnica.com/security/2026/03/supply-chain-attack-using-invisible-code-hits-github-and-other-repositories/
Qatar helium shutdown puts chip supply chain on a two-week clock,https://www.tomshardware.com/tech-industry/qatar-helium-shutdown-puts-chip-supply-chain-on-a-two-week-clock
Launch HN: Spine Swarm (YC S23) – AI agents that collaborate on a visual canvas,https://www.getspine.ai/
Elon Musk pushes out more xAI founders as AI coding effort falters,https://www.ft.com/content/e5fbc6c2-d5a6-4b97-a105-6a96ea849de5
New 'negative light' technology hides data transfers in plain sight,https://www.unsw.edu.au/newsroom/news/2026/03/New-negative-light-technology-hides-data-transfers-in-plain-sight
Digg is gone again,https://digg.com/
In Praise of Stupid Questions,https://mathenchant.wordpress.com/2026/03/12/in-praise-of-stupid-questions/
Show HN: Ink – Deploy full-stack apps from AI agents via MCP or Skills,https://ml.ink/
The Wyden Siren Goes Off Again: We’ll Be “Stunned” By What the NSA Is Doing,https://www.techdirt.com/2026/03/12/the-wyden-siren-goes-off-again-well-be-stunned-by-what-the-nsa-is-doing-under-section-702/
